Date,Open,High,Low,Close,Volume
2024-03-01 20:00:00,61481.4,62048.4,61481.3,61805.3,3106.734
2024-03-01 20:30:00,61805.3,62163.0,61791.3,61964.0,2997.572
2024-03-01 21:00:00,61964.0,62322.4,61871.3,62293.6,2270.06
2024-03-01 21:30:00,62293.6,62542.0,62163.6,62385.2,3303.599
2024-03-01 22:00:00,62385.2,62414.1,62014.1,62102.9,2212.839
2024-03-01 22:30:00,62102.9,62392.1,62050.0,62265.0,1585.557
2024-03-01 23:00:00,62265.0,62549.6,62264.9,62541.1,1739.084
2024-03-01 23:30:00,62541.1,63181.9,62456.4,62903.9,6089.048
2024-03-02 00:00:00,62903.9,62939.9,62311.6,62800.4,5972.966
2024-03-02 00:30:00,62800.4,62866.0,62540.0,62558.0,1682.775
2024-03-02 01:00:00,62558.0,62737.8,62387.3,62395.9,2319.609
2024-03-02 01:30:00,62395.9,62656.7,62333.7,62520.9,1502.796
2024-03-02 02:00:00,62520.9,62782.3,62493.6,62598.0,2073.377
2024-03-02 02:30:00,62598.0,62653.6,62384.6,62417.6,1087.376
2024-03-02 03:00:00,62417.6,62483.9,62212.5,62351.2,1482.151
2024-03-02 03:30:00,62351.2,62427.9,62144.1,62358.8,1286.66
2024-03-02 04:00:00,62358.8,62364.3,61972.3,62169.3,2328.401
2024-03-02 04:30:00,62169.3,62270.3,62034.1,62064.3,1108.742
2024-03-02 05:00:00,62064.3,62224.7,61976.9,62122.1,1465.019
2024-03-02 05:30:00,62122.1,62267.8,62018.3,62151.1,1333.805
2024-03-02 06:00:00,62151.1,62307.1,62060.0,62186.1,1470.81
2024-03-02 06:30:00,62186.1,62499.0,62185.8,62367.9,2124.624
2024-03-02 07:00:00,62367.9,62367.9,62120.9,62198.6,1229.665
2024-03-02 07:30:00,62198.6,62342.3,62078.7,62084.2,1075.976
2024-03-02 08:00:00,62084.2,62139.4,61788.5,61983.9,2828.209
2024-03-02 08:30:00,61983.9,62083.5,61884.4,62062.9,1028.709
2024-03-02 09:00:00,62062.9,62348.6,62014.9,62313.6,1906.094
2024-03-02 09:30:00,62313.6,62313.6,61987.2,62015.4,906.784
2024-03-02 10:00:00,62015.4,62062.4,61858.6,61950.6,1360.238
2024-03-02 10:30:00,61950.6,62114.6,61909.8,62079.9,878.589
2024-03-02 11:00:00,62079.9,62139.0,61827.0,61974.2,1404.863
2024-03-02 11:30:00,61974.2,62210.8,61885.0,62018.1,1264.512
2024-03-02 12:00:00,62018.1,62062.8,61872.0,61911.4,1296.221
2024-03-02 12:30:00,61911.4,61995.5,61700.4,61908.1,2972.524
2024-03-02 13:00:00,61908.1,62088.8,61885.4,62034.6,1315.883
2024-03-02 13:30:00,62034.6,62107.6,61880.3,61979.9,1016.52
2024-03-02 14:00:00,61979.9,62128.0,61923.7,62014.5,1052.911
2024-03-02 14:30:00,62014.5,62049.0,61905.2,61905.2,585.208
2024-03-02 15:00:00,61905.2,62099.0,61900.0,62089.4,640.332
2024-03-02 15:30:00,62089.4,62250.0,62012.4,62158.8,1333.105
2024-03-02 16:00:00,62158.8,62160.0,61950.0,61952.2,902.175
2024-03-02 16:30:00,61952.2,62069.0,61866.4,61870.1,1051.492
2024-03-02 17:00:00,61870.1,61976.9,61591.3,61782.0,3844.678
2024-03-02 17:30:00,61782.0,61980.0,61720.1,61903.9,1545.797
2024-03-02 18:00:00,61903.9,62056.8,61864.1,61999.9,1237.944
2024-03-02 18:30:00,61999.9,62048.0,61800.0,61838.1,914.881
2024-03-02 19:00:00,61838.1,61944.3,61786.0,61827.1,988.398
2024-03-02 19:30:00,61827.1,61954.9,61705.2,61931.6,1202.867
2024-03-02 20:00:00,61931.6,61983.3,61808.1,61933.0,831.607
2024-03-02 20:30:00,61933.0,62020.6,61838.0,61838.0,616.16
2024-03-02 21:00:00,61838.0,62027.4,61818.1,61982.3,665.673
2024-03-02 21:30:00,61982.3,62125.8,61915.3,62109.8,820.911
2024-03-02 22:00:00,62109.8,62148.0,62045.8,62114.0,578.09
2024-03-02 22:30:00,62114.0,62193.8,62013.0,62193.8,633.349
2024-03-02 23:00:00,62193.8,62277.0,61828.0,61905.3,2238.623
2024-03-02 23:30:00,61905.3,61978.9,61842.4,61948.7,656.833
2024-03-03 00:00:00,61948.7,62100.0,61925.8,61937.5,556.013
2024-03-03 00:30:00,61937.5,61999.9,61891.8,61977.7,369.984
2024-03-03 01:00:00,61977.7,62017.3,61885.7,61954.0,467.162
2024-03-03 01:30:00,61954.0,61954.0,61749.3,61749.3,671.738
2024-03-03 02:00:00,61749.3,62116.2,61749.3,62074.9,1270.063
2024-03-03 02:30:00,62074.9,62135.0,62014.5,62055.9,575.967
2024-03-03 03:00:00,62055.9,62068.6,61821.9,61855.8,880.081
2024-03-03 03:30:00,61855.8,61965.3,61796.7,61805.9,708.698
2024-03-03 04:00:00,61805.9,61970.5,61797.0,61875.2,532.944
2024-03-03 04:30:00,61875.2,61914.0,61822.4,61864.3,213.167
2024-03-03 05:00:00,61864.3,61876.8,61744.0,61750.5,792.311
2024-03-03 05:30:00,61750.5,61875.8,61694.0,61866.7,607.764
2024-03-03 06:00:00,61866.7,62065.0,61836.0,62026.3,1036.422
2024-03-03 06:30:00,62026.3,62073.0,61949.7,61996.6,741.531
2024-03-03 07:00:00,61996.6,62171.0,61968.5,62156.5,866.652
2024-03-03 07:30:00,62156.5,62156.6,62045.4,62085.4,451.782
2024-03-03 08:00:00,62085.4,62113.5,61971.9,61990.7,429.652
2024-03-03 08:30:00,61990.7,62030.2,61960.0,61962.1,285.264
2024-03-03 09:00:00,61962.1,62111.6,61833.2,62075.2,1086.341
2024-03-03 09:30:00,62075.2,62124.1,61923.0,61925.1,580.282
2024-03-03 10:00:00,61925.1,61955.0,61406.8,61650.0,3863.234
2024-03-03 10:30:00,61650.0,61795.6,61317.7,61641.2,5284.712
2024-03-03 11:00:00,61641.2,61760.3,61451.2,61598.3,2562.68
2024-03-03 11:30:00,61598.3,61761.8,61584.8,61655.2,1395.852
2024-03-03 12:00:00,61655.2,61916.2,61607.5,61850.0,2084.448
2024-03-03 12:30:00,61850.0,61968.0,61760.0,61789.8,1177.764
2024-03-03 13:00:00,61789.8,61867.9,61672.7,61845.4,947.006
2024-03-03 13:30:00,61845.4,61890.1,61720.8,61725.0,926.97
2024-03-03 14:00:00,61725.0,61856.6,61673.7,61774.5,883.462
2024-03-03 14:30:00,61774.5,61904.7,61774.4,61904.7,570.32
2024-03-03 15:00:00,61904.7,62718.0,61888.5,62644.8,7280.897
2024-03-03 15:30:00,62644.8,62729.5,62200.7,62257.4,5351.719
2024-03-03 16:00:00,62257.4,62480.5,62005.0,62199.3,3834.638
2024-03-03 16:30:00,62199.3,62468.0,62093.0,62465.9,1587.769
2024-03-03 17:00:00,62465.9,62529.2,62299.5,62421.0,1482.275
2024-03-03 17:30:00,62421.0,62458.5,62151.8,62152.6,1617.041
2024-03-03 18:00:00,62152.6,62332.8,62152.6,62217.0,944.275
2024-03-03 18:30:00,62217.0,62300.0,62172.0,62220.1,511.429
2024-03-03 19:00:00,62220.1,62478.9,62160.7,62478.7,1348.3
2024-03-03 19:30:00,62478.7,62939.8,62462.1,62911.0,4439.672
2024-03-03 20:00:00,62911.0,63087.2,62700.0,62784.4,4145.732
2024-03-03 20:30:00,62784.4,62817.8,62515.4,62634.9,2112.053
2024-03-03 21:00:00,62634.9,62869.7,62634.8,62763.1,1155.235
2024-03-03 21:30:00,62763.1,62944.8,62654.6,62875.1,1300.522
2024-03-03 22:00:00,62875.1,62926.0,62719.6,62806.0,1082.475
2024-03-03 22:30:00,62806.0,62843.1,62714.3,62788.7,573.792
2024-03-03 23:00:00,62788.7,62871.0,62626.0,62866.9,911.141
2024-03-03 23:30:00,62866.9,62926.1,62792.0,62823.6,675.714
2024-03-04 00:00:00,62823.6,62864.2,62682.2,62734.7,718.827
2024-03-04 00:30:00,62734.7,62899.9,62729.1,62889.9,791.493
2024-03-04 01:00:00,62889.9,63333.0,62844.4,63235.7,3542.475
2024-03-04 01:30:00,63235.7,63307.0,62758.0,62894.5,2777.654
2024-03-04 02:00:00,62894.5,63040.0,62764.0,63000.0,1724.144
2024-03-04 02:30:00,63000.0,63227.9,62866.8,63179.1,1649.049
2024-03-04 03:00:00,63179.1,63930.0,63087.0,63867.0,7647.375
2024-03-04 03:30:00,63867.0,64440.0,62235.0,63555.2,24805.616
2024-03-04 04:00:00,63555.2,63940.0,63333.3,63915.9,6518.221
2024-03-04 04:30:00,63915.9,63916.0,63538.4,63590.7,2392.04
2024-03-04 05:00:00,63590.7,63680.0,63180.0,63625.9,4232.242
2024-03-04 05:30:00,63625.9,63987.9,63625.9,63769.0,3255.261
2024-03-04 06:00:00,63769.0,63829.7,63572.5,63823.2,1317.302
2024-03-04 06:30:00,63823.2,63837.4,63410.1,63530.6,2049.099
2024-03-04 07:00:00,63530.6,63719.1,63426.0,63666.8,1208.015
2024-03-04 07:30:00,63666.8,63846.9,63613.7,63712.5,1397.668
2024-03-04 08:00:00,63712.5,63787.6,63487.1,63500.0,1500.906
2024-03-04 08:30:00,63500.0,63543.0,63282.1,63433.5,1841.463
2024-03-04 09:00:00,63433.5,63649.1,63401.4,63634.7,1055.664
2024-03-04 09:30:00,63634.7,63776.0,63538.9,63758.8,1165.282
2024-03-04 10:00:00,63758.8,63833.3,63544.0,63820.0,1373.974
2024-03-04 10:30:00,63820.0,64400.0,63754.1,64141.8,5597.294
2024-03-04 11:00:00,64141.8,65172.0,64107.9,64997.1,11298.16
2024-03-04 11:30:00,64997.1,65713.0,64866.3,65355.0,10849.799
2024-03-04 12:00:00,65355.0,65435.7,64720.0,65267.3,7692.591
2024-03-04 12:30:00,65267.3,65699.0,65175.0,65387.1,5197.969
2024-03-04 13:00:00,65387.1,65415.0,64900.7,65185.7,4519.426
2024-03-04 13:30:00,65185.7,65230.0,64802.1,65160.0,2602.1
2024-03-04 14:00:00,65160.0,65278.0,64919.0,64935.2,2520.753
2024-03-04 14:30:00,64935.2,65328.2,64916.1,65328.1,1765.804
2024-03-04 15:00:00,65328.1,65353.8,65042.4,65144.1,2318.764
2024-03-04 15:30:00,65144.1,65240.0,64932.0,65208.7,2062.212
2024-03-04 16:00:00,65208.7,65483.1,65193.5,65309.6,2985.875
2024-03-04 16:30:00,65309.6,65797.4,65106.8,65188.3,6836.016
2024-03-04 17:00:00,65188.3,65507.4,64557.1,65426.5,9207.891
2024-03-04 17:30:00,65426.5,66537.5,65385.0,66257.1,17333.905
2024-03-04 18:00:00,66257.1,66520.0,65933.0,66286.5,6470.677
2024-03-04 18:30:00,66286.5,66709.2,66110.0,66526.3,5946.878
2024-03-04 19:00:00,66526.3,66981.5,66300.0,66446.2,8917.638
2024-03-04 19:30:00,66446.2,66709.4,66118.8,66667.2,4802.681
2024-03-04 20:00:00,66667.2,67549.4,66247.3,67435.0,12312.214
2024-03-04 20:30:00,67435.0,67666.0,66850.5,66947.3,9452.394
2024-03-04 21:00:00,66947.3,67172.7,66150.0,66207.7,8862.755
2024-03-04 21:30:00,66207.7,66715.4,66175.9,66704.7,4131.413
2024-03-04 22:00:00,66704.7,67199.7,66388.0,67160.3,4202.184
2024-03-04 22:30:00,67160.3,67546.9,67060.1,67499.9,4532.672
2024-03-04 23:00:00,67499.9,67516.5,67150.5,67380.1,3436.321
2024-03-04 23:30:00,67380.1,67885.0,67194.3,67507.6,7524.455
2024-03-05 00:00:00,67507.6,67760.5,66835.0,67042.7,7057.33
2024-03-05 00:30:00,67042.7,67520.0,66969.6,67512.2,2933.651
2024-03-05 01:00:00,67512.2,67936.5,67332.4,67455.2,5198.075
2024-03-05 01:30:00,67455.2,68051.3,67347.0,68037.7,3349.403
2024-03-05 02:00:00,68037.7,68686.8,67819.5,68026.8,9994.369
2024-03-05 02:30:00,68026.8,68446.3,67517.1,68360.0,9001.469
2024-03-05 03:00:00,68360.0,68599.4,68034.0,68110.9,4425.978
2024-03-05 03:30:00,68110.9,68310.6,67872.1,68163.8,3001.23
2024-03-05 04:00:00,68163.8,68714.0,68098.6,68555.8,5378.846
2024-03-05 04:30:00,68555.8,68850.0,68191.6,68642.1,4622.858
2024-03-05 05:00:00,68642.1,68680.0,67826.6,68394.4,6829.948
2024-03-05 05:30:00,68394.4,68440.9,67992.4,68263.2,3137.405
2024-03-05 06:00:00,68263.2,68263.2,67580.8,68090.3,6291.197
2024-03-05 06:30:00,68090.3,68365.7,68077.7,68223.2,1693.304
2024-03-05 07:00:00,68223.2,68521.0,67756.6,68080.0,4430.486
2024-03-05 07:30:00,68080.0,68101.8,66901.0,67450.2,6904.128
2024-03-05 08:00:00,67450.2,67450.2,64878.0,66968.9,24108.505
2024-03-05 08:30:00,66968.9,67134.0,66453.9,67098.8,5728.079
2024-03-05 09:00:00,67098.8,67551.4,66741.9,67456.2,5447.251
2024-03-05 09:30:00,67456.2,67610.3,67308.2,67403.0,3367.41
2024-03-05 10:00:00,67403.0,67479.0,66925.0,66955.5,3421.524
2024-03-05 10:30:00,66955.5,67033.6,66110.0,66241.8,9454.407
2024-03-05 11:00:00,66241.8,66850.4,65561.4,66656.6,11660.344
2024-03-05 11:30:00,66656.6,67004.1,66467.0,66973.2,3423.444
2024-03-05 12:00:00,66973.2,66999.0,66710.0,66845.3,1965.166
2024-03-05 12:30:00,66845.3,66845.4,66139.1,66516.9,4825.556
2024-03-05 13:00:00,66516.9,67060.3,66516.8,67028.6,2794.29
2024-03-05 13:30:00,67028.6,67300.0,66886.9,66900.2,3856.231
2024-03-05 14:00:00,66900.2,66987.6,66709.8,66932.8,2556.328
2024-03-05 14:30:00,66932.8,66958.2,66548.0,66753.4,2878.691
2024-03-05 15:00:00,66753.4,67200.0,66684.0,67022.3,2914.311
2024-03-05 15:30:00,67022.3,67434.0,66942.9,67412.2,3187.436
2024-03-05 16:00:00,67412.2,68191.3,67402.1,67750.0,8478.748
2024-03-05 16:30:00,67750.0,67993.3,67590.8,67861.3,4066.569
2024-03-05 17:00:00,67861.3,67892.1,67325.5,67661.4,4806.081
2024-03-05 17:30:00,67661.4,68964.0,67355.0,68837.5,13152.923
2024-03-05 18:00:00,68837.5,69387.2,67105.0,67260.0,28795.386
2024-03-05 18:30:00,67260.0,67499.9,66400.0,66843.9,14808.028
2024-03-05 19:00:00,66843.9,67090.4,64521.0,65923.6,33094.402
2024-03-05 19:30:00,65923.6,66089.9,64951.6,65607.1,10211.267
2024-03-05 20:00:00,65607.1,65608.8,63410.9,64506.5,21251.18
2024-03-05 20:30:00,64506.5,65734.0,64277.0,65667.9,8620.086
2024-03-05 21:00:00,65667.9,65667.9,64623.1,64684.1,4548.198
2024-03-05 21:30:00,64684.1,64888.0,63696.4,64070.4,8405.224
2024-03-05 22:00:00,64070.4,64330.0,62502.8,63314.8,15458.125
2024-03-05 22:30:00,63314.8,63393.8,59111.0,61482.4,38006.582
2024-03-05 23:00:00,61482.4,63228.3,61250.0,62809.9,16427.367
2024-03-05 23:30:00,62809.9,62891.5,61513.1,61937.8,12071.838
2024-03-06 00:00:00,61937.8,64034.8,61930.1,64034.8,10926.352
2024-03-06 00:30:00,64034.8,64049.9,63047.3,63297.1,8611.15
2024-03-06 01:00:00,63297.1,63641.9,62486.0,63195.2,7408.981
2024-03-06 01:30:00,63195.2,63502.8,62781.6,63439.7,4078.513
2024-03-06 02:00:00,63439.7,63810.0,63269.8,63794.2,3349.544
2024-03-06 02:30:00,63794.2,64400.0,63664.7,63750.1,5846.525
2024-03-06 03:00:00,63750.1,64130.0,63551.0,64060.4,4399.122
2024-03-06 03:30:00,64060.4,64186.0,63404.0,63468.9,3261.843
2024-03-06 04:00:00,63468.9,63818.6,63319.1,63335.9,2633.781
2024-03-06 04:30:00,63335.9,63510.0,63111.7,63147.6,2980.992
2024-03-06 05:00:00,63147.6,63567.0,63016.0,63201.0,2112.787
2024-03-06 05:30:00,63201.0,63495.2,62824.1,62836.2,3450.621
2024-03-06 06:00:00,62836.2,63327.9,62824.1,63296.5,2433.013
2024-03-06 06:30:00,63296.5,63431.4,63085.6,63323.7,1773.699
2024-03-06 07:00:00,63323.7,63710.0,63309.4,63460.1,1818.773
2024-03-06 07:30:00,63460.1,64689.5,63407.5,64681.7,5822.615
2024-03-06 08:00:00,64681.7,65974.5,64333.3,65842.3,11443.475
2024-03-06 08:30:00,65842.3,66535.7,65641.6,66516.0,7630.365
2024-03-06 09:00:00,66516.0,66663.9,65812.0,65972.3,8617.577
2024-03-06 09:30:00,65972.3,66106.4,65768.9,65818.0,2898.933
2024-03-06 10:00:00,65818.0,66387.2,65555.3,66141.7,5292.706
2024-03-06 10:30:00,66141.7,66873.1,65987.8,66774.4,5676.64
2024-03-06 11:00:00,66774.4,67764.5,66656.4,67418.2,11385.826
2024-03-06 11:30:00,67418.2,67750.2,66763.2,67034.4,5615.872
2024-03-06 12:00:00,67034.4,67487.7,66991.0,67103.8,4390.596
2024-03-06 12:30:00,67103.8,67149.0,66096.4,66217.4,7338.806
2024-03-06 13:00:00,66217.4,66822.5,66217.3,66521.4,4313.383
2024-03-06 13:30:00,66521.4,66850.0,66470.0,66748.6,2850.075
2024-03-06 14:00:00,66748.6,67300.0,66468.4,67159.9,5823.821
2024-03-06 14:30:00,67159.9,67420.0,66836.5,67385.2,4497.626
2024-03-06 15:00:00,67385.2,67700.0,66800.0,67038.6,6104.17
2024-03-06 15:30:00,67038.6,67063.0,64349.3,66004.0,25502.356
2024-03-06 16:00:00,66004.0,66526.0,65211.0,66170.5,10202.919
2024-03-06 16:30:00,66170.5,66721.2,65852.0,66391.8,5584.193
2024-03-06 17:00:00,66391.8,67070.0,66384.7,66832.4,5748.424
2024-03-06 17:30:00,66832.4,67288.0,65875.8,65917.7,10260.941
2024-03-06 18:00:00,65917.7,66339.9,65277.5,66191.2,9494.843
2024-03-06 18:30:00,66191.2,66742.1,66150.9,66538.2,4144.638
2024-03-06 19:00:00,66538.2,66999.9,66485.3,66970.2,2931.995
2024-03-06 19:30:00,66970.2,67230.9,66281.6,67174.0,4030.139
2024-03-06 20:00:00,67174.0,67214.0,66780.1,66897.5,2905.702
2024-03-06 20:30:00,66897.5,67439.8,66700.0,67414.5,3715.674
2024-03-06 21:00:00,67414.5,67579.6,66977.8,67243.0,3269.735
2024-03-06 21:30:00,67243.0,67290.4,66655.0,67163.9,3356.514
2024-03-06 22:00:00,67163.9,67280.1,66828.2,67261.5,1966.863
2024-03-06 22:30:00,67261.5,67323.0,66700.0,66818.2,1989.349
2024-03-06 23:00:00,66818.2,67437.7,66724.0,66974.3,2490.199
2024-03-06 23:30:00,66974.3,67264.0,66818.2,66947.1,2034.505
2024-03-07 00:00:00,66947.1,66947.1,66410.4,66522.1,2963.593
2024-03-07 00:30:00,66522.1,66655.6,66323.4,66470.0,1664.692
2024-03-07 01:00:00,66470.0,66558.6,66140.0,66526.9,1878.011
2024-03-07 01:30:00,66526.9,66556.4,65916.0,65975.5,1952.773
2024-03-07 02:00:00,65975.5,66320.5,65719.5,66106.0,2461.293
2024-03-07 02:30:00,66106.0,66241.7,65956.8,66118.5,1151.847
2024-03-07 03:00:00,66118.5,66308.8,65733.9,65869.8,2411.771
2024-03-07 03:30:00,65869.8,66317.3,65869.7,66252.8,1617.635
2024-03-07 04:00:00,66252.8,66307.9,65555.0,66186.1,3849.558
2024-03-07 04:30:00,66186.1,66527.5,65856.4,66484.4,2111.381
2024-03-07 05:00:00,66484.4,66550.0,65926.5,66000.5,2155.68
2024-03-07 05:30:00,66000.5,66253.0,65910.6,66175.8,1255.839
2024-03-07 06:00:00,66175.8,66460.9,66064.7,66303.5,1103.803
2024-03-07 06:30:00,66303.5,66371.4,65886.2,65911.8,1824.15
2024-03-07 07:00:00,65911.8,66214.9,65693.0,66205.6,1790.789
2024-03-07 07:30:00,66205.6,66230.0,65835.0,65897.2,1448.681
2024-03-07 08:00:00,65897.2,66183.2,65879.3,66103.6,1516.111
2024-03-07 08:30:00,66103.6,66112.4,65700.8,65847.8,1806.367
2024-03-07 09:00:00,65847.8,66252.0,65714.6,66180.0,2565.537
2024-03-07 09:30:00,66180.0,66187.9,65851.1,65928.1,1084.729
2024-03-07 10:00:00,65928.1,66239.1,65828.6,66194.0,1644.918
2024-03-07 10:30:00,66194.0,66534.9,66072.2,66443.3,2432.656
2024-03-07 11:00:00,66443.3,67113.8,66400.0,66857.9,5097.984
2024-03-07 11:30:00,66857.9,66947.0,66628.0,66731.6,2134.295
2024-03-07 12:00:00,66731.6,66936.7,66655.8,66746.6,1508.899
2024-03-07 12:30:00,66746.6,66968.0,66565.0,66772.6,1665.297
2024-03-07 13:00:00,66772.6,67039.0,66705.0,66950.1,1182.414
2024-03-07 13:30:00,66950.1,66988.9,66700.8,66958.3,1891.448
2024-03-07 14:00:00,66958.3,67356.9,66531.3,66784.3,6364.115
2024-03-07 14:30:00,66784.3,66981.8,66694.2,66981.8,1785.334
2024-03-07 15:00:00,66981.8,67195.7,66879.6,66905.3,2579.737
2024-03-07 15:30:00,66905.3,66976.2,66639.8,66789.1,1571.887
2024-03-07 16:00:00,66789.1,66960.0,66650.6,66958.7,1410.887
2024-03-07 16:30:00,66958.7,67088.8,66800.1,66975.5,2035.845
2024-03-07 17:00:00,66975.5,67418.6,66975.4,67339.1,2774.793
2024-03-07 17:30:00,67339.1,68008.5,66572.0,67080.0,17911.22
2024-03-07 18:00:00,67080.0,67429.0,66782.1,66978.0,4682.139
2024-03-07 18:30:00,66978.0,67651.7,66961.8,67304.2,4399.181
2024-03-07 19:00:00,67304.2,67548.7,67078.0,67362.6,3086.155
2024-03-07 19:30:00,67362.6,67411.3,67117.4,67381.4,1900.81
2024-03-07 20:00:00,67381.4,68160.3,67285.0,67921.4,6070.73
2024-03-07 20:30:00,67921.4,67942.6,67478.2,67679.8,2948.617
2024-03-07 21:00:00,67679.8,67796.8,67511.5,67692.5,1371.768
2024-03-07 21:30:00,67692.5,67854.3,67474.5,67668.5,1448.662
2024-03-07 22:00:00,67668.5,67945.0,67270.9,67388.1,2250.88
2024-03-07 22:30:00,67388.1,67644.0,67273.1,67559.3,1270.397
2024-03-07 23:00:00,67559.3,67923.0,67516.2,67884.7,1346.757
2024-03-07 23:30:00,67884.7,67983.8,67563.3,67605.5,2482.688
2024-03-08 00:00:00,67605.5,67638.1,67105.3,67328.9,3543.854
2024-03-08 00:30:00,67328.9,67436.3,67153.1,67298.0,1107.457
2024-03-08 01:00:00,67298.0,67551.8,67283.0,67429.6,1053.702
2024-03-08 01:30:00,67429.6,67429.7,67016.8,67149.9,1118.343
2024-03-08 02:00:00,67149.9,67233.7,66910.0,67108.3,1243.205
2024-03-08 02:30:00,67108.3,67156.5,66850.8,66858.7,1528.076
2024-03-08 03:00:00,66858.7,67020.0,66790.0,66922.0,1780.046
2024-03-08 03:30:00,66922.0,67160.0,66810.0,67126.8,943.386
2024-03-08 04:00:00,67126.8,67308.5,66951.0,67031.9,1599.226
2024-03-08 04:30:00,67031.9,67104.4,66885.1,66991.2,1370.791
2024-03-08 05:00:00,66991.2,67090.1,66893.9,67011.9,593.888
2024-03-08 05:30:00,67011.9,67184.5,66906.3,67170.4,751.018
2024-03-08 06:00:00,67170.4,67337.4,67026.8,67276.0,1165.358
2024-03-08 06:30:00,67276.0,67278.2,67123.4,67206.0,621.107
2024-03-08 07:00:00,67206.0,67308.8,67143.8,67209.8,556.508
2024-03-08 07:30:00,67209.8,67209.8,67051.0,67128.4,731.284
2024-03-08 08:00:00,67128.4,67166.2,66920.0,66937.9,836.107
2024-03-08 08:30:00,66937.9,66991.2,66806.0,66959.2,1034.257
2024-03-08 09:00:00,66959.2,67038.0,66890.0,66988.7,615.63
2024-03-08 09:30:00,66988.7,67693.5,66982.4,67648.5,2675.335
2024-03-08 10:00:00,67648.5,67729.7,67371.8,67466.7,2347.903
2024-03-08 10:30:00,67466.7,67670.3,67282.8,67318.5,1550.237
2024-03-08 11:00:00,67318.5,67384.5,67095.7,67100.0,1405.474
2024-03-08 11:30:00,67100.0,67478.8,67099.9,67282.3,1855.58
2024-03-08 12:00:00,67282.3,67469.0,67114.5,67296.9,1517.334
2024-03-08 12:30:00,67296.9,67349.1,67155.8,67198.0,779.782
2024-03-08 13:00:00,67198.0,67367.7,67162.0,67308.6,737.825
2024-03-08 13:30:00,67308.6,67474.3,67292.0,67402.7,1149.107
2024-03-08 14:00:00,67402.7,67602.2,67353.0,67427.3,1695.923
2024-03-08 14:30:00,67427.3,67849.0,67355.9,67826.7,3124.141
2024-03-08 15:00:00,67826.7,67850.0,67470.9,67560.4,2024.279
2024-03-08 15:30:00,67560.4,67680.0,67428.0,67525.2,1136.76
2024-03-08 16:00:00,67525.2,67780.0,67359.0,67506.0,2246.558
